sample_id,split,category,name,description,brand,model,serial_number,batch_no,is_used,is_refurbished,battery_health,accessory_status,ccc_number,energy_level,rohs_status,inspection_agency,inspection_conclusion,battery_safety_passed,charger_safety_passed,appearance_grade,functional_test_passed,repair_history_declared,report_text,risk_level,audit_label,reason_codes
CN-RECALL-20260211-115181,train,accessory,室内加热器,邵东市廉桥镇玫花电器厂召回部分玫花牌室内加热器,玫花,NDY-1000/1000W,,2024 年 12 月,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-02-10。 标题：邵东市廉桥镇玫花电器厂召回部分玫花牌室内加热器 生产者：邵东市廉桥镇玫花电器厂 产品：室内加热器 品牌：玫花 型号规格：NDY-1000/1000W 涉及数量：1200 台 存在的缺陷：室内加热器 对触及带电部件的防护及结构等项目不符合 GB 4706 .1 -2005标准要求 。 可能导致的后果：消费者在使用过程中可能发生触电的危险。 召回措施：停止销售，公告召回，为消费者免费退换货。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260211_115181.html,high,FAIL,battery_safety_concern
CN-RECALL-20260211-115179,train,accessory,室内加热器（取暖器）,衡阳县香驰电器有限公司召回部分香驰牌室内加热器（取暖器）,香驰,XC-1902，XC-11903,,—,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-02-10。 标题：衡阳县香驰电器有限公司召回部分香驰牌室内加热器（取暖器） 生产者：衡阳县香驰电器有限公司 产品：室内加热器（取暖器） 品牌：香驰 型号规格：XC-1902，XC-11903 涉及数量：20台 存在的缺陷：该 产品的电源连接和外部软线、接地措施项目不符合 GB 4706.1-2005、GB 4706.23-2007标准， 消费者在使用过程中 可能存在触电的风险。 可能导致的后果：消费 者在使用过程中 可能 存在触电的风险 。 召回措施：退货 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260211_115179.html,high,FAIL,battery_safety_concern
CN-RECALL-20260211-115178,train,accessory,室内加热器,邵东市界岭镇鑫成电器厂召回部分原热牌室内加热器,原热,XC-01,,—,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-02-10。 标题：邵东市界岭镇鑫成电器厂召回部分原热牌室内加热器 生产者：邵东市界岭镇鑫成电器厂 产品：室内加热器 品牌：原热 型号规格：XC-01 涉及数量：100个 存在的缺陷：产品的标志和说明、对触及带电部件的防护、结构、接地措施 项 目不符合GB 4706.1-2005、GB 4706.23-2007标准 可能导致的后果：消费 者在使用过程中 可能 存在触电的风险 。 召回措施：退货 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260211_115178.html,high,FAIL,battery_safety_concern
CN-RECALL-20260210-115170,train,accessory,室内加热器（取暖器）,龙山县燕生电器厂召回部分室内加热器（取暖器）,,YS-900,,—,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-02-10。 标题：龙山县燕生电器厂召回部分室内加热器（取暖器） 生产者：龙山县燕生电器厂 产品：室内加热器（取暖器） 型号规格：YS-900 涉及数量：4 00个 存在的缺陷：产品的 对触及带电部件的防护，工作温度下的泄漏电流和电气 强 度，耐潮湿，泄漏电流和电气强度，结构（不包括第22.46条的 试验），接地措施，螺钉和连接 等 项目不符合GB 4706.1-2005、 GB 4706.23-2007标准。 可能导致的后果：消费 者在使用过程中 可能 存在触电的风险 。 召回措施：退货 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260210_115170.html,high,FAIL,battery_safety_concern
CN-RECALL-20260210-115167,train,accessory,取暖器,鼎城区韩公渡镇家佳骏电器经营部召回部分家佳骏牌取暖器,家佳骏,JJ-004,,2577#,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-02-10。 标题：鼎城区韩公渡镇家佳骏电器经营部召回部分家佳骏牌取暖器 生产者：鼎城区韩公渡镇家佳骏电器经营部 产品：取暖器 品牌：家佳骏 型号规格：JJ-004 涉及数量：91 个 存在的缺陷：产品的 结构（不包括第22.46条的试验），接地措施 不符合 GB 4706.1-2005、GB 4706.23-2007标准 可能导致的后果：消费 者在使用过程中 可能 存在触电的风险 。 召回措施：退货 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260210_115167.html,high,FAIL,battery_safety_concern
CN-RECALL-20260209-115144,train,accessory,电动仿真轨道车,汕头市澄海区立成丰塑胶制品厂召回部分立成丰牌电动仿真轨道车,立成丰,19032-1,,202503,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-02-09。 标题：汕头市澄海区立成丰塑胶制品厂召回部分立成丰牌电动仿真轨道车 生产者：汕头市澄海区立成丰塑胶制品厂 产品：电动仿真轨道车 品牌：立成丰 型号规格：19032-1 涉及数量：96盒 存在的缺陷：该 产品存在发热和非正常工作 项目不符合 GB 19865-2005 标准要求 ， 当 玩具意外短路运行时，超过温升限 值 ， 导致玩具本体零部件温度 过高 ， 存在安全隐患。 可能导致的后果：存在 灼伤儿童皮肤的危险，严重的还会引起电池电解液泄漏或发生 爆 裂 。 召回措施：1. 通知销售商立即停止销售缺陷产品， 对库存产品退回。 2. 在 汕头市澄海区立成丰塑胶制品厂 经销商处发布召回公告， 告知 消费者具体召回事宜，为购买到缺陷产品的消费者免费更换 一盒全 新的符合安全要求的产品 或退货处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260209_115144.html,high,FAIL,battery_safety_concern
CN-RECALL-20260209-115133,val,power_bank,快乐易电户外移动电源,中山市佳储新能源有限公司召回部分快乐易电牌快乐易电户外移动电源的公示,快乐易电,KL2.5 度 /2500W,,,false,false,50,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-02-05。 标题：中山市佳储新能源有限公司召回部分快乐易电牌快乐易电户外移动电源的公示 生产者：中山市佳储新能源有限公司 产品：快乐易电户外移动电源 品牌：快乐易电 型号规格：KL2.5 度 /2500W 涉及数量：7 台 存在的缺陷：产品未可靠接地，可能存在触电的安全隐患。 可能导致的后果：该产品可能存在触电的安全隐患。 召回措施：通知销售商立即停止销售缺陷产品，并在公司及线上销售 店铺 （抖 音平 台：快乐易电数码旗舰店） 发布召回公告，告知消费者具体召 回事宜， 为购买到缺陷产品的消费者免费维修处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260209_115133.html,high,FAIL,missing_ccc_information|battery_safety_concern
CN-RECALL-20260203-115083,val,charger,电源适配器,东莞市劲荣电子有限公司召回部分极川Intheworld牌电源适配器,极川 Intheworld,PC-19000342F,,\,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-01-30。 标题：东莞市劲荣电子有限公司召回部分极川Intheworld牌电源适配器 生产者：东莞市劲荣电子有限公司 产品：电源适配器 品牌：极川 Intheworld 型号规格：PC-19000342F 涉及数量：16 个 存在的缺陷：直接安装导电金属零部件的热塑性零部件不符合 GB 4943.1-2022 标准要求 。 可能导致的后果：可能引起触电危险。 召回措施：为消费者免费退货 。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260203_115083.html,high,FAIL,missing_ccc_information|battery_safety_concern
CN-RECALL-20260203-115082,test,charger,电源适配器,优尔达商贸（东莞）有限公司召回部分引航力LEADHANLI牌电源适配器,引航力 LEADHANLI,SF-20243,,\,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,,false,,false,,中国缺陷产品召回公告 2026-01-30。 标题：优尔达商贸（东莞）有限公司召回部分引航力LEADHANLI牌电源适配器 生产者：优尔达商贸（东莞）有限公司 产品：电源适配器 品牌：引航力 LEADHANLI 型号规格：SF-20243 涉及数量：10 个 存在的缺陷：由于 直接插入电网电源输出插座的设备、热灼伤（接触温度 限 值）项目不符合 GB 4943.1-2022 标准 。 可能导致的后果：易导致烫伤。 召回措施：为消费者免费退货 。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202602/t20260203_115082.html,high,FAIL,missing_ccc_information
CN-RECALL-20260130-115058,train,accessory,室内加热器,佛山市扬杰电器有限公司召回部分骆驼牌室内加热器（二）,骆驼,P LQ- 90,,2 023 - 12 - 24 /一批次,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-01-26。 标题：佛山市扬杰电器有限公司召回部分骆驼牌室内加热器（二） 生产者：佛山市扬杰电器有限公司 产品：室内加热器 品牌：骆驼 型号规格：P LQ- 90 涉及数量：18 台 可能导致的后果：可能引 发 触电 危险。 召回措施：通知经销商立即停止销售缺陷产品，并在销售商实体店铺（东至县美 力百货店）发布召回公告，告知消费者具体召回事宜，为购买到缺陷 产品的消费者免费退货处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202601/t20260130_115058.html,high,FAIL,battery_safety_concern
CN-RECALL-20260130-115057,train,accessory,室内加热器,佛山市扬杰电器有限公司召回部分骆驼牌室内加热器（一）,骆驼,DLQ-100D,,2024.10.23 /一批次,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-01-26。 标题：佛山市扬杰电器有限公司召回部分骆驼牌室内加热器（一） 生产者：佛山市扬杰电器有限公司 产品：室内加热器 品牌：骆驼 型号规格：DLQ-100D 涉及数量：10台 可能导致的后果：可能引发起火、触电危险 召回措施：通知经销商立即停止销售缺陷产品，并在销售商实体店铺发布召回 公 告，告知消费者具体召回事宜，为购买到缺陷产品的消费者免费 退货 处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202601/t20260130_115057.html,high,FAIL,battery_safety_concern
CN-RECALL-20260129-115046,train,accessory,蒸汽拖把 品牌 ZEK,苏州正益凯电器有限公司召回ZEK牌ZEK-K5蒸汽拖把,,ZEK-K5,,P230200288,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,,false,,false,,中国缺陷产品召回公告 2026-01-27。 标题：苏州正益凯电器有限公司召回ZEK牌ZEK-K5蒸汽拖把 生产者：苏州正益凯电器有限公司 产品：蒸汽拖把 品牌 ZEK 型号规格：ZEK-K5 存在的缺陷：“接地措施”项目不符合GB 4706.1-2005和GB 4706.61-2008标准 要求。 可能导致的后果：可能危及人身和财产安全。 召回措施：苏州正益凯电器有限公司将在公司网站首页发布召回信息，敬请消 费者立即停止使用召回范围内的产品，并联系苏州正益凯电器有限 公司进行免费维修，以消除安全隐患。消费者因本次召回所产生的 邮寄等相关费用均由苏州正益凯电器有限公司承担。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202601/t20260129_115046.html,high,FAIL,
CN-RECALL-20260122-115007,train,accessory,电热水壶,廉江市恒扬电器有限公司召回部分半球牌电热水壶,半球,HY-022015B,,一批次,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-01-22。 标题：廉江市恒扬电器有限公司召回部分半球牌电热水壶 生产者：廉江市恒扬电器有限公司 产品：电热水壶 品牌：半球 型号规格：HY-022015B 涉及数量：20个 存在的缺陷：产品机械强度不符合GB 4706.1-2005、GB 4706.19-2008 的标准要求。 可能导致的后果：可能引发触电危险。 召回措施：通知销售商立即停止销售缺陷产品，及销售商实体店铺发布召回公告， 告知消费者具体召回事宜，为购买到缺陷产品的消费者免费维修、更 换或退货处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202601/t20260122_115007.html,high,FAIL,battery_safety_concern
CN-RECALL-20260116-114996,train,charger,延长线插座,揭西县京溪园立诚电器厂召回部分诚盾牌延长线插座,诚盾,250V 10A CD-601 2500W 3 米,,20230908,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2026-01-16。 标题：揭西县京溪园立诚电器厂召回部分诚盾牌延长线插座 生产者：揭西县京溪园立诚电器厂 产品：延长线插座 品牌：诚盾 型号规格：250V 10A CD-601 2500W 3 米 涉及数量：820 个 存在的缺陷：该产品 软缆的导线数与插座极数不相等 。 可能导致的后果：可能引发触电危险。 召回措施：通知销售商立即停止销售缺陷产品，并在销售商实体店铺发布召回 公告，告知消费者具体召回事宜，为购买到缺陷产品的消费者免费 更换或退货处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202601/t20260116_114996.html,high,FAIL,missing_ccc_information|battery_safety_concern
CN-RECALL-20260104-114919,train,accessory,趣味家居玩具,汕头市澄海区莲下锦迪玩具厂召回部分趣味家居玩具产品,,6802-2,,,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2025-12-31。 标题：汕头市澄海区莲下锦迪玩具厂召回部分趣味家居玩具产品 生产者：汕头市澄海区莲下锦迪玩具厂 产品：趣味家居玩具 型号规格：6802-2 涉及数量：150盒 存在的缺陷：1.可更换电池的玩具，其包装标识上的电池安装图示与实际电池室 标识的图示不一致，无法提供正确的指引。 2.堵住运动部件试验后，电池表面温升超标。 可能导致的后果：1.可能会令消费者使用不当造成伤害事故。 2.可能对儿童造成灼伤皮肤的危险，严重的还会引起电池电解液泄 漏或发生爆裂。 召回措施：1.通知销售商立即停止销售缺陷产品，对库存产品退回； 2.在公司及销售商实体店铺发布召回公告，告知消费者具体召回事 宜，为购买到缺陷产品的消费者免费更换或退货处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202601/t20260104_114919.html,high,FAIL,battery_safety_concern
CN-RECALL-20251219-114740,train,accessory,暖脚器,隆回县旺嘉取暖器店召回部分暖脚器,鹤星,Hx600/600W,,20250115,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2025-12-18。 标题：隆回县旺嘉取暖器店召回部分暖脚器 生产者：隆回县旺嘉取暖器店 产品：暖脚器 品牌：鹤星 型号规格：Hx600/600W 涉及数量：116 台 存在的缺陷：产品输入功率和电流不符合 GB 4706.1-2005 标准要求。 可能导致的后果：消费者在长期使用时会导致导线发热、绝缘层老化，严重时可 能 引发温控系统失效、存在短路、燃烧的安全隐患，危及消费 者人 身财产安全。 召回措施：停止销售，公告召回，为消费者免费退换货。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202512/t20251219_114740.html,high,FAIL,battery_safety_concern
CN-RECALL-20251204-114670,val,accessory,家用燃气灶 具,佛山华炫电器有限公司召回部分蓝山鹰牌家用燃气灶具,蓝山鹰,JZY-TD04,,2022 年 12 月 10 日 8:30 至 11:30,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,,false,,false,,中国缺陷产品召回公告 2025-12-03。 标题：佛山华炫电器有限公司召回部分蓝山鹰牌家用燃气灶具 生产者：佛山华炫电器有限公司 产品：家用燃气灶 具 品牌：蓝山鹰 型号规格：JZY-TD04 涉及数量：15 台 存在的缺陷：由于产品干烟气中一氧化碳含量超过 GB 16410-2020 标准要求 。 可能导致的后果：可能引起一氧化碳中毒的危险，存在安全隐患。 召回措施：通知销售商立即停止销售缺陷产品，并在公司发布召回公告 ， 一对 一 电话追踪，告知消费者具体召回事宜，为购买到缺陷产品的消费 者退 货处理。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202512/t20251204_114670.html,high,FAIL,
CN-RECALL-20251203-114662,val,accessory,一次性蒸汽眼罩 品牌 ACCOLTD,连云港服之升纺织有限公司召回“ACCOLTD”牌18.5*8.5一次性蒸汽眼罩,,18.5*8.5,,2024/8/1-2024/8/15,false,false,,unknown,,unknown,unknown,国家市场监督管理总局缺陷产品召回技术中心,fail,false,false,,false,,中国缺陷产品召回公告 2025-12-01。 标题：连云港服之升纺织有限公司召回“ACCOLTD”牌18.5*8.5一次性蒸汽眼罩 生产者：连云港服之升纺织有限公司 产品：一次性蒸汽眼罩 品牌 ACCOLTD 型号规格：18.5*8.5 存在的缺陷：产品持续发热时间过长 可能导致的后果：对消费者眼睛造成烫伤。 召回措施：在公司销售平台发布召回公告，为客户免费退货或更换符合安全 要求的产品。 来源：https://www.samrdprc.org.cn/xfpzh/xfpzhgg/202512/t20251203_114662.html,high,FAIL,battery_safety_concern
