sample_id,split,category,name,description,brand,model,serial_number,batch_no,is_used,is_refurbished,battery_health,accessory_status,ccc_number,energy_level,rohs_status,inspection_agency,inspection_conclusion,battery_safety_passed,charger_safety_passed,appearance_grade,functional_test_passed,repair_history_declared,report_text,risk_level,audit_label,reason_codes
CPSC-8796,val,tablet,Vitamin Shoppe Energy Formula Multivitamins (90 Tablets),The Vitamin Shoppe Recalls Energy Formula Multivitamins Due to Failure to Meet Child Resistant Packaging Requirement; Risk of Poisoning (Recall Alert),The Vitamin Shoppe,VS-3293,,20732,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,,,,false,,"CPSC recall 20732 published 2020-04-16. Title: The Vitamin Shoppe Recalls Energy Formula Multivitamins Due to Failure to Meet Child Resistant Packaging Requirement; Risk of Poisoning (Recall Alert) Product: Vitamin Shoppe Energy Formula Multivitamins (90 Tablets) Hazard: The product is a dietary supplement containing iron which must be in child resistant packaging as required by the Poison Prevention Packaging Act (PPPA). The packaging of the product is not child resistant, posing a poisoning risk if the contents are swallowed by young children. Incidents/Injuries: None reported Remedy: Consumers should immediately store the product in a safe location out of reach of children. Contact The Vitamin Shoppe for instructions on how to dispose of the product and receive a refund or merchandise credit. All known purchasers are being notified directly by the firm about the recall. Source: https://www.cpsc.gov/Recalls/2020/The-Vitamin-Shoppe-Recalls-Energy-Formula-Multivitamins-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirement-Risk-of-Poisoning-Recall-Alert",high,FAIL,
CPSC-8730,val,power_bank,"Spare 10,000 mAh Power Banks",PCNA Recalls Power Banks Due to Fire and Burn Hazards,PCNA,Spare 10,,20058,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 20058 published 2020-01-23. Title: PCNA Recalls Power Banks Due to Fire and Burn Hazards Product: Spare 10,000 mAh Power Banks Hazard: The power bank's lithium-ion battery can overheat and ignite, posing fire and burn hazards. Incidents/Injuries: The firm has received one report of fire. No injuries have been reported. Remedy: Consumers should immediately unplug and stop using the recalled power banks and dispose of the recalled power banks by following local laws for disposal of lithium-ion batteries. Source: https://www.cpsc.gov/Recalls/2020/PCNA-Recalls-Power-Banks-Due-to-Fire-and-Burn-Hazards",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8693,test,charger,Series I power adapters for Skylight digital photo frames,Skylight Recalls Power Adapters Sold with Digital Photo Frames Due to Electrical Shock Hazard (Recall Alert),Glimpse LLC,code 679113611535,,20707,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 20707 published 2019-11-07. Title: Skylight Recalls Power Adapters Sold with Digital Photo Frames Due to Electrical Shock Hazard (Recall Alert) Product: Series I power adapters for Skylight digital photo frames Hazard: The power adapter casing can break when plugged into an electrical outlet, exposing its metal prongs, posing an electrical shock hazard. Incidents/Injuries: Skylight has received eight reports of adapters breaking and exposing their metal prongs, including one report of an electric shock to a consumer. Remedy: Consumers should immediately stop using the recalled adapters and contact Skylight for instructions on proper disposal and how to receive a free replacement adapter. Skylight is contacting all known purchasers directly. Source: https://www.cpsc.gov/Recalls/2020/Skylight-Recalls-Power-Adapters-Sold-with-Digital-Photo-Frames-Due-to-Electrical-Shock-Hazard-Recall-Alert",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8687,train,power_bank,Bead Landing™ tassel keychain mobile power banks,Michaels Recalls Tassel Keychain Mobile Power Banks Due to Fire and Burn Hazards,Michaels Stores Procurement Co. Inc. (MSPCI),Black 545929,,20013,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 20013 published 2019-10-29. Title: Michaels Recalls Tassel Keychain Mobile Power Banks Due to Fire and Burn Hazards Product: Bead Landing™ tassel keychain mobile power banks Hazard: The lithium ion battery in the keychain's mobile power bank can overheat, posing fire and burn hazards. Incidents/Injuries: The firm has received two reports of tassel keychain mobile power banks overheating when charging and catching on fire. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled Bead Landing tassel keychains with mobile power banks and return them to any Michaels store for a full refund. Source: https://www.cpsc.gov/Recalls/2020/Michaels-Recalls-Tassel-Keychain-Mobile-Power-Banks-Due-to-Fire-and-Burn-Hazards",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8645,train,charger,Happy Plugs Bluetooth Wireless II Headphones,Happy Plugs Recalls Wireless Headphones Due to Burn Hazard,Happy Plugs Inc.,about 20,,19188,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19188 published 2019-08-27. Title: Happy Plugs Recalls Wireless Headphones Due to Burn Hazard Product: Happy Plugs Bluetooth Wireless II Headphones Hazard: The micro-USB charging cable packaged with Happy Plugs wireless headphones can cause the headphones to overheat, posing a burn hazard to consumers. Incidents/Injuries: The firm has received one report of the headphones overheating while plugged into their micro-USB charging cables. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled headphones and charging cable, and return them to their place of purchase or contact Happy Plugs to receive free replacement headphones and charging cable. Source: https://www.cpsc.gov/Recalls/2019/Happy-Plugs-Recalls-Wireless-Headphones-Due-to-Burn-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8626,train,charger,"Spansive Source wireless, multi-phone chargers",Spansive Recalls Wireless Phone Chargers Due To Burn Hazard (Recall Alert),Pi Inc.,,,19764,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19764 published 2019-07-26. Title: Spansive Recalls Wireless Phone Chargers Due To Burn Hazard (Recall Alert) Product: Spansive Source wireless, multi-phone chargers Hazard: Metallic accessories attached to phones placed on the chargers can overheat while phones charge, posing a burn hazard to users Incidents/Injuries: Spansive has received one report of a metallic phone accessory overheating when placed on the charger. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled phone chargers and return them to Spansive for a full refund. Spansive is contacting purchasers directly about the recall. Source: https://www.cpsc.gov/Recalls/2019/Spansive-Recalls-Wireless-Phone-Chargers-Due-To-Burn-Hazard-Recall-Alert",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8593,train,laptop,15-inch MacBook Pro laptop computers,Apple Recalls 15-Inch MacBook Pro Laptop Computers Due to Fire Hazard,Apple Inc.,Apple 15-inch,,19152,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19152 published 2019-06-27. Title: Apple Recalls 15-Inch MacBook Pro Laptop Computers Due to Fire Hazard Product: 15-inch MacBook Pro laptop computers Hazard: The batteries in the recalled laptop computers can overheat, posing a fire hazard. Incidents/Injuries: Apple has received 26 reports of the laptop's battery overheating, including five reports of minor burns and one report of smoke inhalation, as well as 17 reports of minor damage to nearby personal property. Remedy: Consumers should immediately stop using the recalled laptop computers. Contact Apple to determine if the laptop computer is a part of the recall and to schedule a free repair. Source: https://www.cpsc.gov/Recalls/2019/Apple-Recalls-15-Inch-MacBook-Pro-Laptop-Computers-Due-to-Fire-Hazard",high,FAIL,battery_safety_concern
CPSC-8526,train,charger,Matco Tools wireless chargers,Matco Tools Wireless Chargers Recalled by Professional Tool Products Due to Burn Hazard,Professional Tool Products LLC,,,19098,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19098 published 2019-04-03. Title: Matco Tools Wireless Chargers Recalled by Professional Tool Products Due to Burn Hazard Product: Matco Tools wireless chargers Hazard: The wireless chargers can overheat, posing a burn hazard. Incidents/Injuries: Professional Tool Products has received six reports of the chargers overheating, including two reports of burns to consumers' fingers. Remedy: Consumers should immediately stop using the recalled chargers and return them to the place of purchase for either a full refund or Matco Tools store credit of equal value. Source: https://www.cpsc.gov/Recalls/2019/Matco-Tools-Wireless-Chargers-Recalled-by-Professional-Tool-Products-Due-to-Burn-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8523,train,power_bank,T119 Elf power bank chargers,Spector & Co. Recalls Power Bank Chargers Due to Fire Hazard,Shenzhen Casun Technology Co. Ltd.,T119,,19096,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19096 published 2019-04-02. Title: Spector & Co. Recalls Power Bank Chargers Due to Fire Hazard Product: T119 Elf power bank chargers Hazard: The charger can overheat while recharging, posing a fire hazard. Incidents/Injuries: Spector & Co has received two reports of the power bank overheating, resulting in no property or fire damage. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled power bank chargers and contact Spector & Co for a free replacement power bank charger and instructions for proper disposal. Source: https://www.cpsc.gov/Recalls/2019/Spector--Co-Recalls-Power-Bank-Chargers-Due-to-Fire-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8517,train,power_bank,Universal rechargeable power banks,Rechargeable Power Banks Recalled by Daniel M. Friedman & Associates Due to Fire Hazard,Yiwu City Fuman Leather & Accessories Co.,,,19090,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19090 published 2019-03-26. Title: Rechargeable Power Banks Recalled by Daniel M. Friedman & Associates Due to Fire Hazard Product: Universal rechargeable power banks Hazard: The power banks can overheat, posing a fire hazard Incidents/Injuries: The firm has received three reports of the charger overheating including one report of a house fire causing up to $150,000 in property damage. No injuries reported received. Remedy: Consumers should immediately stop using the recalled power banks and contact Daniel M. Friedman & Associates to arrange to return the product for a full refund. Source: https://www.cpsc.gov/Recalls/2019/Rechargeable-Power-Banks-Recalled-by-Daniel-M-Friedman-and-Associates-Due-to-Fire-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8504,val,power_bank,Lithium-ion batteries for HP commercial notebook computers and mobile workstations,HP Expands Recall of Batteries for Notebook Computers and Mobile Workstations Due to Fire and Burn Hazards,HP Inc.,HPx360,,19079,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19079 published 2019-03-12. Title: HP Expands Recall of Batteries for Notebook Computers and Mobile Workstations Due to Fire and Burn Hazards Product: Lithium-ion batteries for HP commercial notebook computers and mobile workstations Hazard: The lithium-ion batteries can overheat, posing fire and burn hazards. Incidents/Injuries: HP has received eight new reports of battery packs in the U.S. overheating, melting, or charring, including one report of minor injury and two reports of property damage totaling $1,100. Remedy: Consumers should immediately visit www.HP.com/go/batteryprogram2018 to see if their battery is included in the recall and for instructions on how to enable ""Battery Safety Mode"" if their battery is included in the recall. The website provides consumers instructions on how to initiate the validation utility to check their battery and what to download if their battery is included in the recall. These batteries are not customer-replaceable. HP will provide free battery replacement services by an authorized technician. Source: https://www.cpsc.gov/Recalls/2019/HP-Expands-Recall-of-Batteries-for-Notebook-Computers-and-Mobile-Workstations-Due-to-Fire-and-Burn-Hazards",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8485,val,power_bank,Hybrid Power Adapters sold with Power Banks,Dell Recalls Hybrid Power Adapters Sold with Power Banks Due to Shock Hazard,Lite-On Technology Corporation,March 2017,,19060,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19060 published 2019-02-06. Title: Dell Recalls Hybrid Power Adapters Sold with Power Banks Due to Shock Hazard Product: Hybrid Power Adapters sold with Power Banks Hazard: The hybrid power adapter casing can break and detach, exposing the internal metal components, posing an electric shock hazard. Incidents/Injuries: Dell has received 11 reports of the hybrid power adapter breaking and exposing the internal components. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled hybrid power adapters and contact Dell for instructions on receiving a free replacement adapter. Source: https://www.cpsc.gov/Recalls/2019/Dell-Recalls-Hybrid-Power-Adapters-Sold-with-Power-Banks-Due-to-Shock-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8427,test,charger,Wireless charger bedside pockets,Kikkerland Recalls Wireless Charger Bedside Pockets Due to Fire and Burn Hazard,Ningbo Hongrui Imp. & Exp. CP. Ltd.,,,19013,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 19013 published 2018-10-18. Title: Kikkerland Recalls Wireless Charger Bedside Pockets Due to Fire and Burn Hazard Product: Wireless charger bedside pockets Hazard: The wireless charger bedside pockets can overheat, posing fire and burn hazards. Incidents/Injuries: Kikkerland has received three reports of smoke coming from the charger pockets. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled charger pockets and contact Kikkerland for instructions on how to receive a full refund. Source: https://www.cpsc.gov/Recalls/2019/Kikkerland-Recalls-Wireless-Charger-Bedside-Pockets-Due-to-Fire-and-Burn-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8394,train,charger,"Links Series chargers models 28080, 28090 and 28100",Lester Electrical Recalls Links Series Chargers Due to Fire and Burn Hazards,Lester Electrical,Numbers,,18217,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18217 published 2018-09-06. Title: Lester Electrical Recalls Links Series Chargers Due to Fire and Burn Hazards Product: Links Series chargers models 28080, 28090 and 28100 Hazard: The control board can fail and overheat, posing fire and burn hazards. Incidents/Injuries: The firm has received 12 reports of failed control boards that showed signs of overheating or burning. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled chargers and contact Lester Electrical to receive a free replacement control board or schedule a free repair. Source: https://www.cpsc.gov/Recalls/2018/Lester-Electrical-Recalls-Links-Series-Chargers-Due-to-Fire-and-Burn-Hazards",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8334,train,charger,Wireless phone chargers,Bluefin Recalls Wireless Phone Chargers Due to Burn Hazard,Bluefin International,AC16B,,18164,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18164 published 2018-05-24. Title: Bluefin Recalls Wireless Phone Chargers Due to Burn Hazard Product: Wireless phone chargers Hazard: The wireless phone charger can overheat while in use, posing a burn hazard to consumers. Incidents/Injuries: The firm has received three reports of the phone chargers overheating. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled chargers and contact Bluefin for a full refund. Source: https://www.cpsc.gov/Recalls/2018/Bluefin-Recalls-Wireless-Phone-Chargers-Due-to-Burn-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8300,train,power_bank,Re-fuel power bank charging stations,Mizco International Recalls Power Bank Charging Stations Due to Fire and Burn Hazards; Sold at The Container Store,Mizco International Inc.,,,18138,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18138 published 2018-04-05. Title: Mizco International Recalls Power Bank Charging Stations Due to Fire and Burn Hazards; Sold at The Container Store Product: Re-fuel power bank charging stations Hazard: When the unit is being charged, it can overheat, posing fire and burn hazards. Incidents/Injuries: The firm has received five reports of power bank charging stations overheating and melting. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled charging stations and contact The Container Store for instructions on how to receive a full refund. Source: https://www.cpsc.gov/Recalls/2018/Mizco-International-Recalls-Power-Bank-Charging-Stations-Due-to-Fire-and-Burn-Hazards-Sold-at-The-Container-Store",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8284,train,charger,Combination battery chargers and hand warmers,Beanworthy Recalls Combination Battery Chargers/Hand Warmers Due to Fire and Burn Hazard; Sold Exclusively at Amazon.com (Recall Alert),Shenzhen Olive Technology Co. LTD,Slim 4400,,18729,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18729 published 2018-03-15. Title: Beanworthy Recalls Combination Battery Chargers/Hand Warmers Due to Fire and Burn Hazard; Sold Exclusively at Amazon.com (Recall Alert) Product: Combination battery chargers and hand warmers Hazard: The chargers can overheat, posing a fire and burn hazard to consumers. Incidents/Injuries: The firm has received two reports of the recalled battery charger and hand warmer overheating and catching on fire. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled combination battery charger and hand warmer and contact Beanworthy for a free replacement product. Beanworthy is contacting purchasers directly. Source: https://www.cpsc.gov/Recalls/2018/Beanworthy-Recalls-Combination-Battery-Chargers-Hand-Warmers-Due-to-Fire-and-Burn-Hazard-Sold-Exclusively-at-Amazon-com-Recall-Alert",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8278,train,power_bank,AmazonBasics portable power banks,Amazon Recalls Portable Power Banks Due to Fire and Chemical Burn Hazards (Recall Alert),Guoguang Electric Company Limited,B00LRK8EVO,,18728,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18728 published 2018-03-13. Title: Amazon Recalls Portable Power Banks Due to Fire and Chemical Burn Hazards (Recall Alert) Product: AmazonBasics portable power banks Hazard: The power bank's battery can overheat and ignite, posing fire and burn hazards. Incidents/Injuries: Amazon has received 53 reports of the power banks overheating in the U.S., including one report of chemical burns due to contact with battery acid and four reports of property damage, including fire and smoke damage. Remedy: Consumers should immediately unplug and stop using the recalled power banks and contact Amazon for instructions on how to return the unit and receive a full refund. All known purchasers are being contacted directly by the firm. Source: https://www.cpsc.gov/Recalls/2018/Amazon-Recalls-Portable-Power-Banks-Due-to-Fire-and-Chemical-Burn-Hazards-Recall-Alert",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8253,train,power_bank,Battery packs used in Fujitsu notebook computers and workstations.,Fujitsu Recalls Battery Packs for Fujitsu Notebook Computers and Workstations Due to Fire and Burn Hazards,Fujitsu Limited (Computers),H720,,18096,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18096 published 2018-02-08. Title: Fujitsu Recalls Battery Packs for Fujitsu Notebook Computers and Workstations Due to Fire and Burn Hazards Product: Battery packs used in Fujitsu notebook computers and workstations. Hazard: The lithium-ion battery packs can overheat, posing burn and fire hazards to consumers. Incidents/Injuries: Fujitsu has received one report of a battery fire in Canada. Remedy: Consumers should immediately stop using the recalled battery packs, power off the laptop, remove the battery and follow instructions to obtain a free replacement battery pack. Until a replacement battery pack is received, consumers should use the laptop by plugging in AC power only. Source: https://www.cpsc.gov/Recalls/2018/Fujitsu-Recalls-Battery-Packs-for-Fujitsu-Notebook-Computers-and-Workstations-Due-to-Fire-and-Burn-Hazards",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8248,val,laptop,ThinkPad X1 Carbon Laptops (5th Generation),Lenovo Recalls ThinkPad Laptops Due to Fire Hazard,Lenovo PC,type 20HQ,,18094,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18094 published 2018-02-06. Title: Lenovo Recalls ThinkPad Laptops Due to Fire Hazard Product: ThinkPad X1 Carbon Laptops (5th Generation) Hazard: An unfastened screw can damage the battery causing ovearheating, posing a fire hazard. Incidents/Injuries: There have been no reports of overheating in the United States. Remedy: Consumers should immediately visit https://support.lenovo.com/X1C_5GEN_RECALL to see if their laptop is included in the recall and for assistance in locating the nearest authorized repair center for inspection and repair. If the laptop is included in the recall, stop using it immediately. Source: https://www.cpsc.gov/Recalls/2018/Lenovo-Recalls-ThinkPad-Laptops-Due-to-Fire-Hazard",high,FAIL,battery_safety_concern
CPSC-8229,test,charger,Power adapter wall plugs sold with Fujifilm digital cameras,Fujifilm Recalls Power Adapter Wall Plugs Sold with Digital Cameras Due to Shock Hazard,FUJIFILM North America Corporation,AC-5VF,,18079,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18079 published 2018-01-16. Title: Fujifilm Recalls Power Adapter Wall Plugs Sold with Digital Cameras Due to Shock Hazard Product: Power adapter wall plugs sold with Fujifilm digital cameras Hazard: The power adapter wall plug can crack, break or detach and remain in the wall and expose live electrical contacts, posing a shock hazard. Incidents/Injuries: None reported Remedy: Consumers should immediately stop using the recalled power adapter wall plugs and contact Fujifilm for a free replacement. Consumers can continue to charge the camera using the USB cable attached to a computer. Source: https://www.cpsc.gov/Recalls/2018/Fujifilm-Recalls-Power-Adapter-Wall-Plugs-Sold-with-Digital-Cameras-Due-to-Shock-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8226,train,power_bank,Lithium-ion batteries for HP notebook computers and mobile workstations,HP Recalls Batteries for Notebook Computers and Mobile Workstations Due to Fire and Burn Hazards,HP Inc.,HPx360,,18077,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18077 published 2018-01-04. Title: HP Recalls Batteries for Notebook Computers and Mobile Workstations Due to Fire and Burn Hazards Product: Lithium-ion batteries for HP notebook computers and mobile workstations Hazard: The lithium-ion batteries can overheat, posing fire and burn hazards Incidents/Injuries: HP has received eight reports of battery packs overheating, melting, or charring, including three reports of property damage totaling $4,500 with one report of a minor injury involving a first degree burn to the hand. Remedy: Consumers should immediately visit www.HP.com/go/batteryprogram2018 to see if their battery is included in the recall and for instructions on how to enable ""Battery Safety Mode"" if their battery is included in the recall. The website provides consumers instructions on how to initiate the validation utility to check their battery and what to download if their battery is included in the recall. These batteries are not customer-replaceable. HP will provide free battery replacement services by an authorized technician. Source: https://www.cpsc.gov/Recalls/2018/HP-Recalls-Batteries-for-Notebook-Computers-and-Mobile-Workstations-Due-to-Fire-and-Burn-Hazards",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8198,train,charger,Power adapters for outdoor Arlo cameras,Netgear Recalls Power Adapters for Outdoor Cameras Due to Fire Hazard,Netgear Inc.,VMA4700,,18047,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 18047 published 2017-12-05. Title: Netgear Recalls Power Adapters for Outdoor Cameras Due to Fire Hazard Product: Power adapters for outdoor Arlo cameras Hazard: Water can leak into the weatherproof connector on the power adapter and cause a short circuit, melting, and overheating, posing a fire hazard. Incidents/Injuries: The firm has received seven reports of the power adapter cord melting and overheating, resulting in one fire. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled power adapters, unplug them from the camera and contact Netgear for a full refund. Source: https://www.cpsc.gov/Recalls/2018/Netgear-Recalls-Power-Adapters-for-Outdoor-Cameras-Due-to-Fire-Hazard",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-8121,train,mobile_phone,Batteries in refurbished cellphones,FedEx Supply Chain Recalls Cellphone Batteries That Could Lead to Fire and Burn Hazards (Recall Alert),FedEx Supply Chain Logistics & Electronics,,,17762,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 17762 published 2017-08-16. Title: FedEx Supply Chain Recalls Cellphone Batteries That Could Lead to Fire and Burn Hazards (Recall Alert) Product: Batteries in refurbished cellphones Hazard: The cellphone battery can overheat, posing fire and burn hazards. Incidents/Injuries: FedEx Supply Chain has received one report of a counterfeit battery overheating. There have been no reports of injuries or property damage. Remedy: Consumers should immediately stop using the recalled battery and power down their smartphone. Consumers who own the recalled battery will receive by mail from FedEx Supply Chain a free, new replacement battery and a postage paid box to return the recalled cellphone battery. A green dot has been affixed to the replacement batteries. FedEx Supply Chain is directly contacting consumers. Source: https://www.cpsc.gov/Recalls/2017/FedEx-Supply-Chain-Recalls-Cellphone-Batteries-Recall-Alert",high,FAIL,missing_device_identifier|battery_safety_concern|suspected_counterfeit
CPSC-8108,train,mobile_phone,Liquid glitter iPhone cases,MixBin Electronics Recalls iPhone Cases Due to Risk of Skin Irritation and Burns,MixBin Electronics LLC,MBH17-050-C1,,17196,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 17196 published 2017-08-01. Title: MixBin Electronics Recalls iPhone Cases Due to Risk of Skin Irritation and Burns Product: Liquid glitter iPhone cases Hazard: Liquid and glitter can leak out of the cases, causing skin irritation and burns to consumers. Incidents/Injuries: There have been 24 reports worldwide of skin irritation or chemical burns, including 19 in the U.S. One consumer reported permanent scarring from a chemical burn and another consumer reported chemical burns and swelling to her leg, face, neck, chest, upper body and hands. Remedy: Consumers should immediately stop using the recalled cases and contact MixBin Electronics for a full refund. Source: https://www.cpsc.gov/Recalls/2017/MixBin-Electronics-Recalls-iPhone-Cases",high,FAIL,battery_safety_concern
CPSC-8043,train,charger,Off-Board Chargers for Segway Personal Transporters (PT),Segway Reannounces Recall of Off-Board Chargers for Segway Personal Transporters Due to Shock Hazard (Recall Alert),Segway Inc.,by 13.75,,17742,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,,false,,false,,"CPSC recall 17742 published 2017-05-05. Title: Segway Reannounces Recall of Off-Board Chargers for Segway Personal Transporters Due to Shock Hazard (Recall Alert) Product: Off-Board Chargers for Segway Personal Transporters (PT) Hazard: A wire inside the charger can detach and touch the side of the charger, posing a shock hazard. Incidents/Injuries: None reported Remedy: Consumers should immediately stop using the recalled chargers, unplug and contact Segway or the Segway dealer from whom it was purchased to receive a free replacement power cord equipped with a ground fault circuit interrupter (GFCI). Segway is contacting consumers directly. Source: https://www.cpsc.gov/Recalls/2017/Segway-Reannounces-Recall-of-Off-Board-Chargers-for-Segway-Personal-Transporters-Recall-Alert",high,FAIL,missing_ccc_information
CPSC-8000,train,charger,Energizer® XBOX ONE 2X Smart Chargers,Battery Chargers for XBOX ONE Video Game Controllers Recalled by Performance Designed Products Due to Burn Hazard,Performance Designed Products LLC,,,17109,false,false,,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 17109 published 2017-03-14. Title: Battery Chargers for XBOX ONE Video Game Controllers Recalled by Performance Designed Products Due to Burn Hazard Product: Energizer® XBOX ONE 2X Smart Chargers Hazard: The battery chargers can overheat and damage the XBOX ONE video game controller, posing a burn hazard to consumers. Incidents/Injuries: The company has received 24 reports of the chargers overheating and deforming the charger's plastic cover, including 6 reports of chargers emitting a burning odor. No injuries have been reported. Remedy: Consumers should immediately stop using the recalled battery chargers and contact Performance Designed Products to return the chargers for a full refund. Source: https://www.cpsc.gov/Recalls/2017/Battery-Chargers-for-XBOX-ONE-Video-Game-Controllers-Recalled-by-Performance-Designed-Products",high,FAIL,missing_ccc_information|battery_safety_concern
CPSC-7974,train,power_bank,Panasonic battery packs used in Sony Electronics laptop computers,Sony Expands Recall of VAIO Laptop Computer Battery Packs Due to Burn and Fire Hazards (Recall Alert),SANYO ENERGY (Suzhou) CO,VGP-BPS26,,17732,false,false,45,unknown,,unknown,unknown,U.S. Consumer Product Safety Commission,fail,false,false,,false,,"CPSC recall 17732 published 2017-02-07. Title: Sony Expands Recall of VAIO Laptop Computer Battery Packs Due to Burn and Fire Hazards (Recall Alert) Product: Panasonic battery packs used in Sony Electronics laptop computers Hazard: The lithium-ion battery packs can overheat, posing burn and fire hazards. Incidents/Injuries: None reported Remedy: Consumers should immediately stop using the recalled battery packs, power off the laptop, remove the battery and follow instructions to obtain a free replacement. Until a replacement battery pack is received, consumers should use the laptop by plugging in AC power only. Battery packs previously identified as not affected by the June 15, 2016 recall are included in this expanded announcement. Source: https://www.cpsc.gov/Recalls/2017/Sony-Expands-Recall-of-VAIO-Laptop-Computer-Battery-Packs",high,FAIL,missing_ccc_information|battery_safety_concern
